_MEMBER_modules_mes_black_sorted_top300,_MEMBER_modules_mes_blue_sorted_top300,_MEMBER_modules_mes_green_sorted_top300,_MEMBER_modules_mes_grey_sorted_top300,_MEMBER_modules_mes_pink_sorted_top300,_MEMBER_modules_mes_red_sorted_top300,_LogP_modules_mes_black_sorted_top300,_LogP_modules_mes_blue_sorted_top300,_LogP_modules_mes_green_sorted_top300,_LogP_modules_mes_grey_sorted_top300,_LogP_modules_mes_pink_sorted_top300,_LogP_modules_mes_red_sorted_top300,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,0,0,0,0,0,-2.2,0,0,0,0,0,GO:0043491,phosphatidylinositol 3-kinase/protein kinase B signal transduction,M100000,1,0
1,0,0,0,0,0,-4.7,0,0,0,0,0,GO:1902895,positive regulation of miRNA transcription,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,R-HSA-2426168,Activation of gene expression by SREBF (SREBP),M000010,1,0
1,0,0,0,0,0,-10,0,0,0,0,0,R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,M100000,1,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,WP3942,PPAR signaling pathway,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-8,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,M000001,1,0
1,0,0,0,0,0,-3.5,0,0,0,0,0,GO:0140467,integrated stress response signaling,M100000,1,0
1,0,0,0,0,0,-12,0,0,0,0,0,M197,PID HIV NEF PATHWAY,M100000,1,0
1,0,0,0,0,0,-4.5,0,0,0,0,0,WP4331,Neovascularisation processes,M100000,1,0
0,0,0,1,0,0,0,0,0,-2,0,0,GO:0071763,nuclear membrane organization,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.7,GO:0061339,establishment or maintenance of monopolar cell polarity,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-5.1,0,GO:0030325,adrenal gland development,M000010,1,0
0,1,0,0,0,0,0,-7,0,0,0,0,GO:0002707,negative regulation of lymphocyte mediated immunity,M010000,1,0
0,1,0,0,0,0,0,-3.2,0,0,0,0,GO:0006958,"complement activation, classical pathway",M010000,1,0
0,0,1,0,0,0,0,0,-2.6,0,0,0,R-HSA-9664417,Leishmania phagocytosis,M001000,1,0
1,0,0,0,0,0,-5.2,0,0,0,0,0,R-HSA-5357769,Caspase activation via extrinsic apoptotic signalling pathway,M100000,1,0
0,0,1,0,0,0,0,0,-3,0,0,0,GO:0030220,platelet formation,M001000,1,0
0,0,1,0,0,0,0,0,-3.9,0,0,0,R-HSA-2173788,Downregulation of TGF-beta receptor signaling,M001000,1,0
1,0,0,0,0,0,-5.7,0,0,0,0,0,GO:0090085,regulation of protein deubiquitination,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.7,0,GO:0062009,secondary palate development,M000010,1,0
0,1,0,0,0,0,0,-2.5,0,0,0,0,WP4969,RAS and bradykinin pathways in COVID 19,M010000,1,0
1,0,0,0,0,0,-5.5,0,0,0,0,0,GO:0090200,positive regulation of release of cytochrome c from mitochondria,M100000,1,0
1,0,0,0,0,0,-3.4,0,0,0,0,0,M862,BIOCARTA P38MAPK PATHWAY,M100000,1,0
1,0,0,0,0,0,-3.3,0,0,0,0,0,GO:0034766,negative regulation of monoatomic ion transmembrane transport,M100000,1,0
1,0,0,0,0,0,-3.8,0,0,0,0,0,GO:0071358,cellular response to type III interferon,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.8,0,WP4288,MTHFR deficiency,M000010,1,0
0,1,0,0,0,0,0,-2.1,0,0,0,0,GO:0006164,purine nucleotide biosynthetic process,M010000,1,0
0,1,0,0,0,0,0,-3,0,0,0,0,GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress,M010000,1,0
0,1,0,0,0,0,0,-4.9,0,0,0,0,GO:2000191,regulation of fatty acid transport,M010000,1,0
1,0,0,0,0,0,-4.5,0,0,0,0,0,GO:0046688,response to copper ion,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-6.6,0,GO:0001843,neural tube closure,M000010,1,0
1,0,0,0,0,0,-2.9,0,0,0,0,0,GO:0019318,hexose metabolic process,M100000,1,0
0,0,0,1,0,0,0,0,0,-2.5,0,0,GO:0007094,mitotic spindle assembly checkpoint signaling,M000100,1,0
1,0,0,0,0,0,-2.2,0,0,0,0,0,GO:0034655,nucleobase-containing compound catabolic process,M100000,1,0
0,0,1,0,0,0,0,0,-2.2,0,0,0,GO:0032438,melanosome organization,M001000,1,0
0,1,0,0,0,0,0,-4,0,0,0,0,GO:0014015,positive regulation of gliogenesis,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2.2,0,R-HSA-5083635,Defective B3GALTL causes PpS,M000010,1,0
0,0,1,0,0,0,0,0,-2.1,0,0,0,GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,M001000,1,0
0,0,1,0,0,0,0,0,-2.9,0,0,0,GO:0008089,anterograde axonal transport,M001000,1,0
0,1,0,0,0,0,0,-2.1,0,0,0,0,GO:0051099,positive regulation of binding,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.1,M5895,HALLMARK WNT BETA CATENIN SIGNALING,M000001,1,0
1,0,0,0,0,0,-2.4,0,0,0,0,0,GO:0035751,regulation of lysosomal lumen pH,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2,GO:0032414,positive regulation of ion transmembrane transporter activity,M000001,1,0
0,0,0,0,0,1,0,0,0,0,0,-5.2,GO:0030855,epithelial cell differentiation,M000001,1,0
0,0,1,0,0,0,0,0,-2.2,0,0,0,GO:0050808,synapse organization,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.6,GO:0001675,acrosome assembly,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-4.8,0,GO:0007389,pattern specification process,M000010,1,0
1,0,0,0,0,0,-2.8,0,0,0,0,0,GO:0046638,positive regulation of alpha-beta T cell differentiation,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-4.1,0,GO:1902746,regulation of lens fiber cell differentiation,M000010,1,0
0,0,1,0,0,0,0,0,-5.6,0,0,0,GO:0022411,cellular component disassembly,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.7,GO:1903421,regulation of synaptic vesicle recycling,M000001,1,0
0,1,0,0,0,0,0,-4.1,0,0,0,0,GO:0003177,pulmonary valve development,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.9,M48,PID MET PATHWAY,M000001,1,0
0,0,1,0,0,0,0,0,-4.9,0,0,0,GO:1903076,regulation of protein localization to plasma membrane,M001000,1,0
0,0,1,0,0,0,0,0,-2.7,0,0,0,hsa00510,N-Glycan biosynthesis,M001000,1,0
0,0,0,1,0,0,0,0,0,-5.4,0,0,GO:1902099,regulation of metaphase/anaphase transition of cell cycle,M000100,1,0
0,0,0,0,1,0,0,0,0,0,-2.9,0,hsa01521,EGFR tyrosine kinase inhibitor resistance,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-2.5,0,GO:0036294,cellular response to decreased oxygen levels,M000010,1,0
0,0,0,1,0,0,0,0,0,-3.9,0,0,GO:0045787,positive regulation of cell cycle,M000100,1,0
0,0,0,1,0,0,0,0,0,-6.8,0,0,GO:0000819,sister chromatid segregation,M000100,1,0
1,0,0,0,0,0,-2.5,0,0,0,0,0,WP5287,17q12 copy number variation syndrome,M100000,1,0
0,1,0,0,0,0,0,-2.4,0,0,0,0,GO:0046883,regulation of hormone secretion,M010000,1,0
1,0,0,0,0,0,-2.9,0,0,0,0,0,GO:0033630,positive regulation of cell adhesion mediated by integrin,M100000,1,0
1,0,0,0,0,0,-3.9,0,0,0,0,0,GO:0048245,eosinophil chemotaxis,M100000,1,0
0,1,0,0,0,0,0,-5.1,0,0,0,0,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,M010000,1,0
1,0,0,0,0,0,-3.1,0,0,0,0,0,M159,PID AMB2 NEUTROPHILS PATHWAY,M100000,1,0
1,0,0,0,0,0,-4.9,0,0,0,0,0,GO:0097396,response to interleukin-17,M100000,1,0
1,0,0,0,0,0,-3.6,0,0,0,0,0,hsa04215,Apoptosis - multiple species,M100000,1,0
0,1,0,0,0,0,0,-6.9,0,0,0,0,GO:0042270,protection from natural killer cell mediated cytotoxicity,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2.5,0,GO:0060972,left/right pattern formation,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-2.8,0,GO:0003197,endocardial cushion development,M000010,1,0
1,0,0,0,0,0,-6,0,0,0,0,0,GO:1903320,regulation of protein modification by small protein conjugation or removal,M100000,1,0
0,0,0,1,0,0,0,0,0,-2.4,0,0,GO:0051985,negative regulation of chromosome segregation,M000100,1,0
1,0,0,0,0,0,-3.4,0,0,0,0,0,GO:0032663,regulation of interleukin-2 production,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,R-HSA-9696273,RND1 GTPase cycle,M000010,1,0
0,0,0,1,0,0,0,0,0,-2.1,0,0,GO:0060236,regulation of mitotic spindle organization,M000100,1,0
1,0,0,0,0,0,-3,0,0,0,0,0,GO:0071498,cellular response to fluid shear stress,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,GO:0032365,intracellular lipid transport,M000010,1,0
1,0,0,0,0,0,-12,0,0,0,0,0,M10082,BIOCARTA TNFR2 PATHWAY,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-7.3,0,GO:0048562,embryonic organ morphogenesis,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-2.6,0,GO:0006470,protein dephosphorylation,M000010,1,0
0,0,0,1,0,0,0,0,0,-2.3,0,0,GO:1902749,regulation of cell cycle G2/M phase transition,M000100,1,0
0,1,0,0,0,0,0,-5.4,0,0,0,0,GO:0039530,MDA-5 signaling pathway,M010000,1,0
1,0,0,0,0,0,-2.7,0,0,0,0,0,GO:0071280,cellular response to copper ion,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-3,0,GO:0048670,regulation of collateral sprouting,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-2.4,0,WP4321,Thermogenesis,M000010,1,0
0,0,0,1,0,0,0,0,0,-2.4,0,0,GO:2000816,negative regulation of mitotic sister chromatid separation,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.8,GO:0097150,neuronal stem cell population maintenance,M000001,1,0
1,0,0,0,0,0,-5.4,0,0,0,0,0,R-HSA-9013973,TICAM1-dependent activation of IRF3/IRF7,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-3,0,WP3640,Imatinib and chronic myeloid leukemia,M000010,1,0
1,0,0,0,0,0,-3.3,0,0,0,0,0,GO:0070229,negative regulation of lymphocyte apoptotic process,M100000,1,0
1,0,0,0,0,0,-2.4,0,0,0,0,0,hsa04137,Mitophagy - animal,M100000,1,0
0,0,0,1,0,0,0,0,0,-5.8,0,0,R-HSA-69618,Mitotic Spindle Checkpoint,M000100,1,0
0,1,0,0,0,0,0,-2.1,0,0,0,0,GO:0002691,regulation of cellular extravasation,M010000,1,0
0,1,0,0,0,0,0,-11,0,0,0,0,GO:0002428,antigen processing and presentation of peptide antigen via MHC class Ib,M010000,1,0
0,0,1,0,0,0,0,0,-6,0,0,0,R-HSA-446193,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",M001000,1,0
0,0,0,1,0,0,0,0,0,-2.6,0,0,GO:0021680,cerebellar Purkinje cell layer development,M000100,1,0
1,0,0,0,0,0,-6.9,0,0,0,0,0,WP2203,Thymic stromal lymphopoietin TSLP signaling pathway,M100000,1,0
1,0,0,0,0,0,-15,0,0,0,0,0,hsa05017,Spinocerebellar ataxia,M100000,1,0
0,1,0,0,0,0,0,-2,0,0,0,0,GO:0031295,T cell costimulation,M010000,1,0
0,0,0,1,0,0,0,0,0,-7.9,0,0,M5925,HALLMARK E2F TARGETS,M000100,1,0
0,0,0,0,1,0,0,0,0,0,-2.7,0,GO:0032330,regulation of chondrocyte differentiation,M000010,1,0
0,0,1,0,0,0,0,0,-2.3,0,0,0,M3342,BIOCARTA INTEGRIN PATHWAY,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-8.6,M5942,HALLMARK UV RESPONSE DN,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2.8,0,GO:0043200,response to amino acid,M000010,1,0
0,0,1,0,0,0,0,0,-4.6,0,0,0,GO:0140352,export from cell,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-4.8,R-HSA-438064,Post NMDA receptor activation events,M000001,1,0
0,0,1,0,0,0,0,0,-3.1,0,0,0,WP5220,Metabolic reprogramming in pancreatic cancer,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2,GO:0010828,positive regulation of glucose transmembrane transport,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2.8,0,GO:0099560,synaptic membrane adhesion,M000010,1,0
0,1,0,0,0,0,0,-2.7,0,0,0,0,GO:0009435,NAD biosynthetic process,M010000,1,0
0,0,1,0,0,0,0,0,-3.1,0,0,0,M18933,BIOCARTA TGFB PATHWAY,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.4,0,GO:0061036,positive regulation of cartilage development,M000010,1,0
1,0,0,0,0,0,-3.6,0,0,0,0,0,WP3982,miRNA regulation of p53 pathway in prostate cancer,M100000,1,0
1,0,0,0,0,0,-4.4,0,0,0,0,0,GO:0034250,positive regulation of amide metabolic process,M100000,1,0
1,0,0,0,0,0,-4.8,0,0,0,0,0,GO:0046685,response to arsenic-containing substance,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-8,R-HSA-8948216,Collagen chain trimerization,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2.2,0,GO:0032272,negative regulation of protein polymerization,M000010,1,0
1,0,0,0,0,0,-3.4,0,0,0,0,0,GO:0046007,negative regulation of activated T cell proliferation,M100000,1,0
0,1,0,0,0,0,0,-4.1,0,0,0,0,GO:0046597,negative regulation of viral entry into host cell,M010000,1,0
0,0,0,1,0,0,0,0,0,-2.5,0,0,GO:1905820,positive regulation of chromosome separation,M000100,1,0
1,0,0,0,0,0,-2.7,0,0,0,0,0,GO:0035330,regulation of hippo signaling,M100000,1,0
1,0,0,0,0,0,-4.6,0,0,0,0,0,R-HSA-5676594,TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,M100000,1,0
1,0,0,0,0,0,-3,0,0,0,0,0,WP205,IL 7 signaling pathway,M100000,1,0
1,0,0,0,0,0,-4.3,0,0,0,0,0,GO:0032495,response to muramyl dipeptide,M100000,1,0
0,0,0,1,0,0,0,0,0,-2.4,0,0,GO:0006397,mRNA processing,M000100,1,0
1,0,0,0,0,0,-3.5,0,0,0,0,0,M143,PID IL2 PI3K PATHWAY,M100000,1,0
1,0,0,0,0,0,-2.5,0,0,0,0,0,WP4494,Selective expression of chemokine receptors during T cell polarization,M100000,1,0
1,0,0,0,0,0,-4.1,0,0,0,0,0,GO:0010822,positive regulation of mitochondrion organization,M100000,1,0
1,0,0,0,0,0,-2.7,0,0,0,0,0,R-HSA-8854691,Interleukin-20 family signaling,M100000,1,0
1,0,0,0,0,0,-6.5,0,0,0,0,0,M19118,BIOCARTA KERATINOCYTE PATHWAY,M100000,1,0
0,0,1,0,0,0,0,0,-5,0,0,0,GO:0050817,coagulation,M001000,1,0
0,1,0,0,0,0,0,-3.3,0,0,0,0,GO:0001909,leukocyte mediated cytotoxicity,M010000,1,0
1,0,0,0,0,0,-3,0,0,0,0,0,GO:1905521,regulation of macrophage migration,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.6,0,GO:0071456,cellular response to hypoxia,M000010,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.9,GO:0006893,Golgi to plasma membrane transport,M000001,1,0
0,1,0,0,0,0,0,-6.2,0,0,0,0,GO:0070269,pyroptosis,M010000,1,0
0,0,0,1,0,0,0,0,0,-2.9,0,0,GO:1901673,regulation of mitotic spindle assembly,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.4,GO:0061337,cardiac conduction,M000001,1,0
0,0,1,0,0,0,0,0,-8.4,0,0,0,GO:0032527,protein exit from endoplasmic reticulum,M001000,1,0
1,0,0,0,0,0,-4.8,0,0,0,0,0,GO:0043370,"regulation of CD4-positive, alpha-beta T cell differentiation",M100000,1,0
0,0,0,0,1,0,0,0,0,0,-3.3,0,GO:0048863,stem cell differentiation,M000010,1,0
1,0,0,0,0,0,-4.2,0,0,0,0,0,GO:2000379,positive regulation of reactive oxygen species metabolic process,M100000,1,0
0,1,0,0,0,0,0,-6.5,0,0,0,0,GO:0050830,defense response to Gram-positive bacterium,M010000,1,0
0,0,0,1,0,0,0,0,0,-5.5,0,0,GO:0030071,regulation of mitotic metaphase/anaphase transition,M000100,1,0
1,0,0,0,0,0,-2.5,0,0,0,0,0,GO:0034763,negative regulation of transmembrane transport,M100000,1,0
1,0,0,0,0,0,-3.6,0,0,0,0,0,M63,PID AVB3 OPN PATHWAY,M100000,1,0
0,0,1,0,0,0,0,0,-3.8,0,0,0,GO:0048738,cardiac muscle tissue development,M001000,1,0
1,0,0,0,0,0,-2.2,0,0,0,0,0,GO:0062012,regulation of small molecule metabolic process,M100000,1,0
0,0,1,0,0,0,0,0,-2.8,0,0,0,GO:0072527,pyrimidine-containing compound metabolic process,M001000,1,0
0,0,1,0,0,0,0,0,-3.3,0,0,0,GO:0045773,positive regulation of axon extension,M001000,1,0
1,0,0,0,0,0,-3.2,0,0,0,0,0,GO:0042053,regulation of dopamine metabolic process,M100000,1,0
1,0,0,0,0,0,-3.6,0,0,0,0,0,WP1434,Osteopontin signaling,M100000,1,0
0,1,0,0,0,0,0,-3.6,0,0,0,0,R-HSA-5656169,Termination of translesion DNA synthesis,M010000,1,0
1,0,0,0,0,0,-4.9,0,0,0,0,0,WP4723,Omega 3 omega 6 fatty acid synthesis,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.4,0,GO:0051642,centrosome localization,M000010,1,0
1,0,0,0,0,0,-2.2,0,0,0,0,0,GO:0032868,response to insulin,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.6,R-HSA-5626467,RHO GTPases activate IQGAPs,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2.3,0,GO:0090183,regulation of kidney development,M000010,1,0
0,1,0,0,0,0,0,-5.2,0,0,0,0,GO:0032308,positive regulation of prostaglandin secretion,M010000,1,0
0,1,0,0,0,0,0,-4,0,0,0,0,WP5090,Complement system in neuronal development and plasticity,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.1,GO:0033574,response to testosterone,M000001,1,0
1,0,0,0,0,0,-2.5,0,0,0,0,0,GO:0010667,negative regulation of cardiac muscle cell apoptotic process,M100000,1,0
1,0,0,0,0,0,-2.7,0,0,0,0,0,R-HSA-912694,Regulation of IFNA/IFNB signaling,M100000,1,0
1,0,0,0,0,0,-2.6,0,0,0,0,0,GO:1904063,negative regulation of cation transmembrane transport,M100000,1,0
1,0,0,0,0,0,-3.7,0,0,0,0,0,R-HSA-556833,Metabolism of lipids,M100000,1,0
1,0,0,0,0,0,-2.2,0,0,0,0,0,hsa03320,PPAR signaling pathway,M100000,1,0
1,0,0,0,0,0,-3,0,0,0,0,0,WP706,Sudden infant death syndrome SIDS susceptibility pathways,M100000,1,0
0,0,1,0,0,0,0,0,-2.7,0,0,0,WP5417,Cell lineage map for neuronal differentiation,M001000,1,0
0,1,0,0,0,0,0,-5.1,0,0,0,0,GO:0002673,regulation of acute inflammatory response,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-4.3,hsa04022,cGMP-PKG signaling pathway,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-4.1,0,GO:0043583,ear development,M000010,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.4,WP4155,Endometrial cancer,M000001,1,0
0,0,1,0,0,0,0,0,-2.8,0,0,0,GO:0071559,response to transforming growth factor beta,M001000,1,0
0,1,0,0,0,0,0,-2,0,0,0,0,GO:1904427,positive regulation of calcium ion transmembrane transport,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.5,GO:0010880,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,M000001,1,0
1,0,0,0,0,0,-2.7,0,0,0,0,0,WP5284,Cell interactions of the pancreatic cancer microenvironment,M100000,1,0
0,0,0,1,0,0,0,0,0,-6.3,0,0,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,M000100,1,0
0,0,0,0,1,0,0,0,0,0,-2.4,0,R-HSA-211897,Cytochrome P450 - arranged by substrate type,M000010,1,0
0,0,1,0,0,0,0,0,-2.1,0,0,0,GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,M001000,1,0
1,0,0,0,0,0,-2.2,0,0,0,0,0,GO:0033143,regulation of intracellular steroid hormone receptor signaling pathway,M100000,1,0
1,0,0,0,0,0,-3.8,0,0,0,0,0,GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,M100000,1,0
0,0,0,1,0,0,0,0,0,-6.1,0,0,GO:1901987,regulation of cell cycle phase transition,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.7,R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2.8,0,GO:0001656,metanephros development,M000010,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.7,hsa04512,ECM-receptor interaction,M000001,1,0
0,0,1,0,0,0,0,0,-4.1,0,0,0,GO:0008088,axo-dendritic transport,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-3.2,0,GO:0110020,regulation of actomyosin structure organization,M000010,1,0
1,0,0,0,0,0,-9.5,0,0,0,0,0,R-HSA-5358351,Signaling by Hedgehog,M100000,1,0
0,1,0,0,0,0,0,-6.8,0,0,0,0,GO:0001911,negative regulation of leukocyte mediated cytotoxicity,M010000,1,0
0,1,0,0,0,0,0,-14,0,0,0,0,R-HSA-1236977,Endosomal/Vacuolar pathway,M010000,1,0
1,0,0,0,0,0,-2.2,0,0,0,0,0,GO:0051341,regulation of oxidoreductase activity,M100000,1,0
1,0,0,0,0,0,-3.1,0,0,0,0,0,WP1742,TP53 network,M100000,1,0
1,0,0,0,0,0,-2.6,0,0,0,0,0,GO:0061041,regulation of wound healing,M100000,1,0
0,1,0,0,0,0,0,-6.4,0,0,0,0,GO:0002230,positive regulation of defense response to virus by host,M010000,1,0
0,1,0,0,0,0,0,-2.4,0,0,0,0,GO:0090398,cellular senescence,M010000,1,0
1,0,0,0,0,0,-2.7,0,0,0,0,0,WP2795,Cardiac hypertrophic response,M100000,1,0
0,0,1,0,0,0,0,0,-2.5,0,0,0,GO:0030219,megakaryocyte differentiation,M001000,1,0
0,0,1,0,0,0,0,0,-6.2,0,0,0,hsa05110,Vibrio cholerae infection,M001000,1,0
0,0,0,1,0,0,0,0,0,-2.1,0,0,GO:0006275,regulation of DNA replication,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.4,GO:0016579,protein deubiquitination,M000001,1,0
0,1,0,0,0,0,0,-4.3,0,0,0,0,GO:2000564,"regulation of CD8-positive, alpha-beta T cell proliferation",M010000,1,0
0,0,0,0,1,0,0,0,0,0,-3.3,0,WP170,Nuclear receptors,M000010,1,0
1,0,0,0,0,0,-2.1,0,0,0,0,0,WP2516,ATM signaling pathway,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-4.2,R-HSA-4420097,VEGFA-VEGFR2 Pathway,M000001,1,0
1,0,0,0,0,0,-2.9,0,0,0,0,0,GO:0045624,positive regulation of T-helper cell differentiation,M100000,1,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,GO:0051926,negative regulation of calcium ion transport,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.5,WP399,Wnt signaling pathway and pluripotency,M000001,1,0
1,0,0,0,0,0,-2.8,0,0,0,0,0,GO:0032693,negative regulation of interleukin-10 production,M100000,1,0
0,0,0,1,0,0,0,0,0,-3.2,0,0,GO:0009199,ribonucleoside triphosphate metabolic process,M000100,1,0
1,0,0,0,0,0,-2.2,0,0,0,0,0,GO:0033875,ribonucleoside bisphosphate metabolic process,M100000,1,0
0,1,0,0,0,0,0,-3.9,0,0,0,0,GO:0010876,lipid localization,M010000,1,0
0,0,0,1,0,0,0,0,0,-2.5,0,0,GO:0045954,positive regulation of natural killer cell mediated cytotoxicity,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-4.5,GO:1903224,regulation of endodermal cell differentiation,M000001,1,0
0,1,0,0,0,0,0,-3.4,0,0,0,0,M7146,BIOCARTA CLASSIC PATHWAY,M010000,1,0
1,0,0,0,0,0,-3.3,0,0,0,0,0,R-HSA-8853884,Transcriptional Regulation by VENTX,M100000,1,0
0,1,0,0,0,0,0,-2.3,0,0,0,0,GO:2000406,positive regulation of T cell migration,M010000,1,0
0,0,1,0,0,0,0,0,-4,0,0,0,GO:0048194,Golgi vesicle budding,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-4.7,0,WP3931,Embryonic stem cell pluripotency pathways,M000010,1,0
1,0,0,0,0,0,-7,0,0,0,0,0,GO:0060333,type II interferon-mediated signaling pathway,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-3,0,GO:0071514,genomic imprinting,M000010,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.1,GO:1903036,positive regulation of response to wounding,M000001,1,0
0,1,0,0,0,0,0,-3.6,0,0,0,0,R-HSA-1679131,Trafficking and processing of endosomal TLR,M010000,1,0
0,0,1,0,0,0,0,0,-2.2,0,0,0,GO:0031330,negative regulation of cellular catabolic process,M001000,1,0
0,1,0,0,0,0,0,-4,0,0,0,0,GO:0032892,positive regulation of organic acid transport,M010000,1,0
0,1,0,0,0,0,0,-9.8,0,0,0,0,GO:0002476,antigen processing and presentation of endogenous peptide antigen via MHC class Ib,M010000,1,0
0,1,0,0,0,0,0,-5.4,0,0,0,0,WP4313,Ferroptosis,M010000,1,0
1,0,0,0,0,0,-4.2,0,0,0,0,0,GO:0045123,cellular extravasation,M100000,1,0
1,0,0,0,0,0,-3.5,0,0,0,0,0,M1469,BIOCARTA LYM PATHWAY,M100000,1,0
0,1,0,0,0,0,0,-11,0,0,0,0,R-HSA-1169408,ISG15 antiviral mechanism,M010000,1,0
1,0,0,0,0,0,-3.9,0,0,0,0,0,R-HSA-2990846,SUMOylation,M100000,1,0
0,0,1,0,0,0,0,0,-3.9,0,0,0,GO:0001824,blastocyst development,M001000,1,0
0,1,0,0,0,0,0,-2.2,0,0,0,0,GO:0007204,positive regulation of cytosolic calcium ion concentration,M010000,1,0
1,0,0,0,0,0,-3.3,0,0,0,0,0,GO:0035710,"CD4-positive, alpha-beta T cell activation",M100000,1,0
0,1,0,0,0,0,0,-4.4,0,0,0,0,hsa03250,Viral life cycle - HIV-1,M010000,1,0
1,0,0,0,0,0,-3.7,0,0,0,0,0,GO:0032787,monocarboxylic acid metabolic process,M100000,1,0
0,1,0,0,0,0,0,-2.8,0,0,0,0,GO:0010332,response to gamma radiation,M010000,1,0
1,0,0,0,0,0,-15,0,0,0,0,0,WP231,TNF alpha signaling pathway,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.1,GO:0001952,regulation of cell-matrix adhesion,M000001,1,0
1,0,0,0,0,0,-8.4,0,0,0,0,0,R-HSA-5673001,RAF/MAP kinase cascade,M100000,1,0
0,1,0,0,0,0,0,-5.9,0,0,0,0,GO:0051046,regulation of secretion,M010000,1,0
0,1,0,0,0,0,0,-7.6,0,0,0,0,GO:0046596,regulation of viral entry into host cell,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.9,R-HSA-157858,Gap junction trafficking and regulation,M000001,1,0
